query_id,client_ip,server_ip,query_name,query_type,response_code,payload_size_bytes,entropy,vowel_ratio,is_tunneling,tunneling_score,timestamp
dns_benign_00530,192.168.1.26,8.8.8.8,figma.com,A,NOERROR,53,2.9477,0.375,False,0.015,2026-08-26T14:16:09.001640+00:00
dns_benign_00531,192.168.1.142,8.8.8.8,redhat.com,MX,NOERROR,146,3.3219,0.3333,False,0.015,2026-08-26T14:16:09.046640+00:00
dns_benign_00532,192.168.1.115,8.8.8.8,nih.gov,AAAA,NOERROR,84,2.8074,0.3333,False,0.015,2026-08-26T14:16:09.097640+00:00
dns_benign_00533,192.168.1.79,8.8.8.8,centos.org,MX,NOERROR,95,3.1219,0.3333,False,0.015,2026-08-26T14:16:09.348640+00:00
dns_benign_00534,192.168.1.93,8.8.8.8,quora.com,CNAME,NOERROR,116,2.9477,0.5,False,0.015,2026-08-26T14:16:09.628640+00:00
dns_benign_00535,192.168.1.112,8.8.8.8,arstechnica.com,A,NOERROR,50,3.4566,0.3571,False,0.015,2026-08-26T14:16:09.714640+00:00
dns_benign_00536,192.168.1.26,8.8.8.8,cnet.com,MX,NOERROR,119,2.75,0.2857,False,0.015,2026-08-26T14:16:09.855640+00:00
dns_benign_00537,192.168.1.245,8.8.8.8,booking.com,A,NOERROR,48,3.0272,0.4,False,0.015,2026-08-26T14:16:10.082640+00:00
dns_benign_00538,192.168.1.194,8.8.8.8,akamai.net,MX,NOERROR,108,2.8464,0.5556,False,0.015,2026-08-26T14:16:10.268640+00:00
dns_benign_00539,192.168.1.113,8.8.8.8,reuters.com,CNAME,NOERROR,110,3.0958,0.4,False,0.015,2026-08-26T14:16:10.447640+00:00
dns_benign_00540,192.168.1.56,8.8.8.8,canva.com,AAAA,NOERROR,157,2.7255,0.375,False,0.015,2026-08-26T14:16:10.739640+00:00
dns_benign_00541,192.168.1.199,8.8.8.8,nih.gov,CNAME,NOERROR,78,2.8074,0.3333,False,0.015,2026-08-26T14:16:10.808640+00:00
dns_benign_00542,192.168.1.148,8.8.8.8,oracle.com,A,NOERROR,129,2.9219,0.4444,False,0.015,2026-08-26T14:16:11.104640+00:00
dns_benign_00543,192.168.1.90,8.8.8.8,forbes.com,A,NOERROR,93,3.1219,0.3333,False,0.015,2026-08-26T14:16:11.343640+00:00
dns_benign_00544,192.168.1.206,8.8.8.8,whatsapp.com,CNAME,NOERROR,160,3.2516,0.2727,False,0.015,2026-08-26T14:16:11.609640+00:00
dns_benign_00545,192.168.1.153,8.8.8.8,zoom.us,AAAA,NOERROR,158,2.5216,0.5,False,0.015,2026-08-26T14:16:11.875640+00:00
dns_benign_00546,192.168.1.210,8.8.8.8,python.org,CNAME,NOERROR,135,3.1219,0.2222,False,0.015,2026-08-26T14:16:12.055640+00:00
dns_benign_00547,192.168.1.211,8.8.8.8,target.com,MX,NOERROR,175,3.1219,0.3333,False,0.015,2026-08-26T14:16:12.117640+00:00
dns_benign_00548,192.168.1.56,8.8.8.8,aliexpress.com,A,NOERROR,146,3.5216,0.3846,False,0.015,2026-08-26T14:16:12.320640+00:00
dns_benign_00549,192.168.1.84,8.8.8.8,nih.gov,A,NOERROR,83,2.8074,0.3333,False,0.015,2026-08-26T14:16:12.440640+00:00
dns_benign_00550,192.168.1.132,8.8.8.8,cloudflare.com,MX,NOERROR,116,3.3788,0.3846,False,0.015,2026-08-26T14:16:12.602640+00:00
dns_benign_00551,192.168.1.157,8.8.8.8,figma.com,AAAA,NOERROR,112,2.9477,0.375,False,0.015,2026-08-26T14:16:12.843640+00:00
dns_benign_00552,192.168.1.200,8.8.8.8,redhat.com,AAAA,NOERROR,136,3.3219,0.3333,False,0.015,2026-08-26T14:16:12.996640+00:00
dns_benign_00553,192.168.1.105,8.8.8.8,discord.com,CNAME,NOERROR,90,2.914,0.3,False,0.015,2026-08-26T14:16:13.164640+00:00
dns_benign_00554,192.168.1.211,8.8.8.8,pinterest.com,A,NOERROR,136,3.3927,0.3333,False,0.015,2026-08-26T14:16:13.261640+00:00
dns_benign_00555,192.168.1.212,8.8.8.8,amazon.com,AAAA,NOERROR,174,2.7219,0.4444,False,0.015,2026-08-26T14:16:13.500640+00:00
dns_benign_00556,192.168.1.3,8.8.8.8,netflix.com,A,NOERROR,98,3.4594,0.3,False,0.015,2026-08-26T14:16:13.771640+00:00
dns_benign_00557,192.168.1.81,8.8.8.8,heroku.com,MX,NOERROR,119,3.1219,0.4444,False,0.015,2026-08-26T14:16:13.980640+00:00
dns_benign_00558,192.168.1.2,8.8.8.8,bloomberg.com,CNAME,NOERROR,60,3.027,0.3333,False,0.015,2026-08-26T14:16:14.215640+00:00
dns_benign_00559,192.168.1.105,8.8.8.8,arstechnica.com,CNAME,NOERROR,157,3.4566,0.3571,False,0.015,2026-08-26T14:16:14.363640+00:00
dns_benign_00560,192.168.1.112,8.8.8.8,techcrunch.com,A,NOERROR,65,3.0931,0.2308,False,0.015,2026-08-26T14:16:14.544640+00:00
dns_benign_00561,192.168.1.49,8.8.8.8,openai.com,AAAA,NOERROR,74,3.1219,0.5556,False,0.015,2026-08-26T14:16:14.802640+00:00
dns_benign_00562,192.168.1.195,8.8.8.8,cloudflare.com,AAAA,NOERROR,148,3.3788,0.3846,False,0.015,2026-08-26T14:16:15.015640+00:00
dns_benign_00563,192.168.1.143,8.8.8.8,akamai.net,MX,NOERROR,173,2.8464,0.5556,False,0.015,2026-08-26T14:16:15.215640+00:00
dns_benign_00564,192.168.1.146,8.8.8.8,booking.com,A,NOERROR,55,3.0272,0.4,False,0.015,2026-08-26T14:16:15.290640+00:00
dns_benign_00565,192.168.1.82,8.8.8.8,facebook.com,AAAA,NOERROR,100,3.0221,0.4545,False,0.015,2026-08-26T14:16:15.484640+00:00
dns_benign_00566,192.168.1.35,8.8.8.8,github.io,MX,NOERROR,147,2.9477,0.5,False,0.015,2026-08-26T14:16:15.634640+00:00
dns_benign_00567,192.168.1.210,8.8.8.8,reddit.com,AAAA,NOERROR,176,3.1219,0.3333,False,0.015,2026-08-26T14:16:15.674640+00:00
dns_benign_00568,192.168.1.193,8.8.8.8,apache.org,A,NOERROR,51,3.1219,0.4444,False,0.015,2026-08-26T14:16:15.874640+00:00
dns_benign_00569,192.168.1.88,8.8.8.8,etsy.com,MX,NOERROR,94,3.0,0.2857,False,0.015,2026-08-26T14:16:15.999640+00:00
dns_benign_00570,192.168.1.226,8.8.8.8,twitter.com,A,NOERROR,62,3.0272,0.3,False,0.015,2026-08-26T14:16:16.044640+00:00
dns_benign_00571,192.168.1.77,8.8.8.8,linode.com,CNAME,NOERROR,164,3.1219,0.4444,False,0.015,2026-08-26T14:16:16.178640+00:00
dns_benign_00572,192.168.1.140,8.8.8.8,vmware.com,A,NOERROR,140,3.1219,0.3333,False,0.015,2026-08-26T14:16:16.266640+00:00
dns_benign_00573,192.168.1.193,8.8.8.8,nytimes.com,A,NOERROR,120,3.2776,0.3,False,0.015,2026-08-26T14:16:16.334640+00:00
dns_benign_00574,192.168.1.235,8.8.8.8,dropbox.com,MX,NOERROR,140,3.0272,0.3,False,0.015,2026-08-26T14:16:16.433640+00:00
dns_benign_00575,192.168.1.93,8.8.8.8,render.com,CNAME,NOERROR,75,2.9219,0.3333,False,0.015,2026-08-26T14:16:16.491640+00:00
dns_benign_00576,192.168.1.210,8.8.8.8,uber.com,AAAA,NOERROR,150,3.0,0.4286,False,0.015,2026-08-26T14:16:16.579640+00:00
dns_benign_00577,192.168.1.130,8.8.8.8,openai.com,MX,NOERROR,171,3.1219,0.5556,False,0.015,2026-08-26T14:16:16.843640+00:00
dns_benign_00578,192.168.1.3,8.8.8.8,arstechnica.com,A,NOERROR,124,3.4566,0.3571,False,0.015,2026-08-26T14:16:16.922640+00:00
dns_benign_00579,192.168.1.219,8.8.8.8,walmart.com,AAAA,NOERROR,86,3.0958,0.3,False,0.015,2026-08-26T14:16:17.037640+00:00
dns_benign_00580,192.168.1.127,8.8.8.8,microsoft.com,A,NOERROR,153,3.027,0.3333,False,0.015,2026-08-26T14:16:17.264640+00:00
dns_benign_00581,192.168.1.248,8.8.8.8,yahoo.com,AAAA,NOERROR,98,2.6416,0.5,False,0.015,2026-08-26T14:16:17.346640+00:00
dns_benign_00582,192.168.1.197,8.8.8.8,linkedin.com,AAAA,NOERROR,116,3.2516,0.3636,False,0.015,2026-08-26T14:16:17.457640+00:00
dns_benign_00583,192.168.1.248,8.8.8.8,adobe.com,AAAA,NOERROR,55,2.9477,0.5,False,0.015,2026-08-26T14:16:17.677640+00:00
dns_benign_00584,192.168.1.172,8.8.8.8,cloudflare.com,A,NOERROR,99,3.3788,0.3846,False,0.015,2026-08-26T14:16:17.852640+00:00
dns_benign_00585,192.168.1.175,8.8.8.8,heroku.com,A,NOERROR,165,3.1219,0.4444,False,0.015,2026-08-26T14:16:18.136640+00:00
dns_benign_00586,192.168.1.135,8.8.8.8,cdnjs.cloudflare.com,CNAME,NOERROR,143,3.6842,0.2778,False,0.015,2026-08-26T14:16:18.429640+00:00
dns_benign_00587,192.168.1.116,8.8.8.8,disneyplus.com,CNAME,NOERROR,46,3.6645,0.3077,False,0.015,2026-08-26T14:16:18.548640+00:00
dns_benign_00588,192.168.1.29,8.8.8.8,cnn.com,A,NOERROR,91,2.2359,0.1667,False,0.015,2026-08-26T14:16:18.786640+00:00
dns_benign_00589,192.168.1.191,8.8.8.8,archive.org,AAAA,NOERROR,53,3.2776,0.4,False,0.015,2026-08-26T14:16:19.038640+00:00
dns_benign_00590,192.168.1.17,8.8.8.8,cloud.google.com,MX,NOERROR,139,3.0,0.4286,False,0.015,2026-08-26T14:16:19.195640+00:00
dns_benign_00591,192.168.1.83,8.8.8.8,bloomberg.com,MX,NOERROR,68,3.027,0.3333,False,0.015,2026-08-26T14:16:19.272640+00:00
dns_benign_00592,192.168.1.32,8.8.8.8,instagram.com,MX,NOERROR,57,3.3927,0.3333,False,0.015,2026-08-26T14:16:19.398640+00:00
dns_benign_00593,192.168.1.22,8.8.8.8,whatsapp.com,A,NOERROR,78,3.2516,0.2727,False,0.015,2026-08-26T14:16:19.470640+00:00
dns_benign_00594,192.168.1.175,8.8.8.8,heroku.com,AAAA,NOERROR,95,3.1219,0.4444,False,0.015,2026-08-26T14:16:19.627640+00:00
dns_benign_00595,192.168.1.85,8.8.8.8,pinterest.com,CNAME,NOERROR,175,3.3927,0.3333,False,0.015,2026-08-26T14:16:19.697640+00:00
dns_benign_00596,192.168.1.186,8.8.8.8,ebay.com,AAAA,NOERROR,60,3.0,0.4286,False,0.015,2026-08-26T14:16:19.990640+00:00
dns_benign_00597,192.168.1.40,8.8.8.8,archive.org,AAAA,NOERROR,74,3.2776,0.4,False,0.015,2026-08-26T14:16:20.249640+00:00
dns_benign_00598,192.168.1.171,8.8.8.8,asana.com,CNAME,NOERROR,155,2.6416,0.5,False,0.015,2026-08-26T14:16:20.434640+00:00
dns_benign_00599,192.168.1.156,8.8.8.8,imdb.com,A,NOERROR,50,2.75,0.2857,False,0.015,2026-08-26T14:16:20.732640+00:00
dns_benign_00600,192.168.1.29,8.8.8.8,booking.com,MX,NOERROR,57,3.0272,0.4,False,0.015,2026-08-26T14:16:20.970640+00:00
